1,1,226
2,2,226
3,3,226
4,4,226
5,5,226
6,6,226
7,7,226
8,8,226
9,9,226
10,10,226
11,11,226
12,12,226
13,13,226
14,14,226
15,15,226
16,16,226
17,17,226
18,18,226
19,19,226
20,20,226
21,21,226
22,22,226
23,23,226
24,24,226
25,25,226
26,26,226
27,27,226
28,28,226
29,29,226
30,30,226
31,31,226
32,32,226
33,33,226
34,34,226
35,35,226
36,36,226
37,37,226
38,38,226
39,39,226
40,40,226
41,41,226
42,42,226
43,43,226
44,44,226
45,45,226
46,46,226
47,47,226
48,48,226
49,49,226
50,50,226
51,51,226
52,52,226
53,53,226
54,54,226
55,55,226
56,56,226
57,57,226
58,58,226
59,59,226
60,60,226
61,61,226
62,62,226
63,63,226
64,64,226
65,65,226
66,66,226
67,67,226
68,68,226
69,69,226
70,70,226
71,71,226
72,72,226
73,73,226
74,74,226
75,75,226
76,76,226
77,77,226
78,78,226
79,79,226
80,80,226
81,81,226
82,82,226
83,83,226
84,84,226
85,85,226
86,86,226
87,87,226
88,88,226
89,89,226
90,90,226
91,91,226
92,92,226
93,93,226
94,94,226
95,95,226
96,96,226
97,97,226
98,98,226
99,99,226
100,100,226
101,101,226
102,102,226
103,103,226
104,104,226
105,105,226
106,106,226
107,107,226
108,108,226
109,109,226
110,110,226
111,111,226
112,112,226
113,113,226
114,114,226
115,115,226
116,116,226
117,117,226
118,118,226
119,119,226
120,120,226
121,121,226
122,122,226
123,123,226
124,124,226
125,125,226
126,126,226
127,127,226
128,128,226
129,129,226
130,130,226
131,131,226
132,132,226
133,133,226
134,134,226
135,135,226
136,136,226
137,137,226
138,138,226
139,139,226
140,140,226
141,141,226
142,142,226
143,143,226
144,144,226
145,145,226
146,146,226
147,147,226
148,148,226
149,149,226
150,150,226
151,151,226
152,152,226
153,153,226
154,154,226
155,155,226
156,156,226
157,157,226
158,158,226
159,159,226
160,160,226
161,161,226
162,162,226
163,163,226
164,164,226
165,165,226
166,166,226
167,167,226
168,168,226
169,169,226
170,170,226
171,171,226
172,172,226
173,173,226
174,174,226
175,175,226
176,176,226
177,177,226
178,178,226
179,179,226
180,180,226
181,181,226
182,182,226
183,183,226
184,184,226
185,185,226
186,186,226
187,187,226
188,188,226
189,189,226
190,190,226
191,191,226
192,192,226
193,193,226
194,194,226
195,195,226
196,196,226
197,197,226
198,198,226
199,199,226
200,200,226
201,201,226
202,202,226
203,203,226
204,204,226
205,205,226
206,206,226
207,207,226
208,208,226
209,209,226
210,210,226
211,211,226
212,212,226
213,213,226
214,214,226
215,215,226
216,216,226
217,217,226
218,218,226
219,219,226
220,220,226
221,221,226
222,222,226
223,223,226
224,224,226
225,225,226
226,226,226
227,227,226
228,228,226
229,229,226
230,230,226
231,231,226
232,232,226
233,233,226
234,234,226
235,235,226
236,236,226
237,237,226
238,238,226
239,239,226
240,240,226
241,241,226
242,242,226
243,243,226
244,244,226
245,245,226
246,246,226
247,247,226
248,248,226
249,249,226
250,250,226
251,251,226
252,252,226
253,253,226
254,254,226
255,255,226
256,256,226
257,257,226
258,258,226
259,259,226
260,260,226
261,261,226
262,262,226
263,263,226
264,264,226
265,265,226
266,266,226
267,267,226
268,268,226
269,269,226
270,270,226
271,271,226
272,272,226
273,273,226
274,274,226
275,275,226
276,276,226
277,277,226
278,278,226
279,279,226
280,280,226
281,281,226
282,282,226
283,283,226
284,284,226
285,285,226
286,286,226
287,287,226
288,288,226
289,289,226
290,290,226
291,291,226
292,292,226
293,293,226
294,294,226
295,295,226
296,296,226
297,297,226
298,298,226
299,299,226
300,300,226
301,301,226
302,302,226
303,303,226
304,304,226
305,305,226
306,306,226
307,307,226
308,308,226
309,309,226
310,310,226
311,311,226
312,312,226
313,313,226
314,314,226
315,1,227
316,2,227
317,3,227
318,4,227
319,5,227
320,6,227
321,7,227
322,8,227
323,9,227
324,10,227
325,11,227
326,12,227
327,13,227
328,14,227
329,15,227
330,16,227
331,17,227
332,18,227
333,19,227
334,20,227
335,21,227
336,22,227
337,23,227
338,24,227
339,25,227
340,26,227
341,27,227
342,28,227
343,29,227
344,30,227
345,31,227
346,32,227
347,33,227
348,34,227
349,35,227
350,36,227
351,37,227
352,38,227
353,39,227
354,40,227
355,41,227
356,42,227
357,43,227
358,44,227
359,45,227
360,46,227
361,47,227
362,48,227
363,49,227
364,50,227
365,51,227
366,52,227
367,53,227
368,54,227
369,55,227
370,56,227
371,57,227
372,58,227
373,59,227
374,60,227
375,61,227
376,62,227
377,63,227
378,64,227
379,65,227
380,66,227
381,67,227
382,68,227
383,69,227
384,70,227
385,71,227
386,72,227
387,73,227
388,74,227
389,75,227
390,76,227
391,77,227
392,78,227
