1,1,226
107,1,227
2,2,226
135,2,227
3,3,226
102,3,227
4,4,226
110,4,227
5,5,226
136,5,227
6,6,226
52,6,227
7,7,226
137,7,227
4,8,226
17,8,227
8,9,226
108,9,227
9,10,226
85,10,227
10,11,226
25,11,227
11,12,226
9,12,227
12,13,226
38,13,227
13,14,226
3,14,227
14,15,226
138,15,227
15,16,226
139,16,227
3,17,226
140,17,227
16,18,226
1,18,227
15,19,226
141,19,227
17,20,226
106,20,227
18,21,226
142,21,227
19,22,226
90,22,227
20,23,226
143,23,227
16,24,226
14,24,227
21,25,226
144,25,227
15,26,226
8,26,227
145,27,227
23,28,226
24,29,226
128,29,227
25,30,226
106,30,227
26,31,226
62,31,227
27,32,226
16,32,227
28,33,226
81,33,227
9,34,226
38,34,227
17,35,226
146,35,227
29,36,226
7,36,227
18,37,226
26,37,227
30,38,226
137,38,227
31,39,226
6,39,227
32,40,226
76,40,227
33,41,226
39,41,227
20,42,226
65,42,227
18,43,226
79,43,227
34,44,226
65,44,227
35,45,226
34,45,227
36,46,226
42,46,227
37,47,226
5,47,227
27,48,226
37,48,227
38,49,226
3,49,227
39,50,226
147,50,227
40,51,226
1,51,227
41,52,226
91,52,227
42,53,226
105,53,227
43,54,226
44,55,226
91,55,227
45,56,226
44,56,227
46,57,226
69,57,227
47,58,226
45,58,227
48,59,226
53,59,227
7,60,226
80,60,227
32,61,226
45,61,227
39,62,226
2,62,227
6,63,226
148,63,227
49,64,226
8,64,227
50,65,226
3,65,227
51,66,226
47,66,227
15,67,226
149,67,227
52,68,226
82,68,227
53,69,226
15,69,227
54,70,226
28,70,227
12,71,226
32,71,227
55,72,226
6,72,227
56,73,226
5,73,227
57,74,226
143,74,227
58,75,226
136,75,227
59,76,226
137,76,227
60,77,226
32,77,227
41,78,226
2,78,227
43,79,226
69,79,227
61,80,226
44,80,227
62,81,226
32,81,227
2,82,226
95,82,227
63,83,226
78,83,227
64,84,226
111,84,227
65,85,226
85,85,227
66,86,226
100,86,227
67,87,226
150,87,227
56,88,226
137,88,227
68,89,226
78,89,227
69,90,226
23,90,227
23,91,226
79,91,227
70,92,226
151,92,227
71,93,226
59,93,227
45,94,226
91,94,227
72,95,226
152,95,227
63,96,226
1,96,227
5,97,226
45,97,227
73,98,226
79,98,227
74,99,226
72,99,227
74,100,226
136,100,227
75,101,226
153,101,227
76,102,226
147,102,227
77,103,226
71,103,227
13,104,226
48,104,227
43,105,226
92,105,227
52,106,226
62,106,227
52,107,226
8,107,227
40,108,226
78,108,227
78,109,226
154,109,227
34,110,226
65,110,227
79,111,226
32,111,227
80,112,226
41,112,227
81,113,226
78,113,227
82,114,226
147,114,227
60,115,226
51,115,227
83,116,226
85,116,227
84,117,226
62,117,227
32,118,226
155,118,227
65,119,226
78,119,227
9,120,226
156,120,227
44,121,226
48,121,227
56,122,226
34,122,227
43,123,226
85,123,227
85,124,226
6,124,227
9,125,226
157,125,227
79,126,226
72,126,227
6,127,226
57,127,227
86,128,226
72,128,227
5,129,226
138,129,227
87,130,226
106,130,227
79,131,226
6,131,227
46,132,226
135,132,227
2,133,226
38,133,227
46,134,226
38,134,227
57,135,226
158,135,227
76,136,226
28,136,227
10,137,226
95,137,227
88,138,226
89,138,227
11,139,226
91,139,227
89,140,226
65,140,227
4,141,226
101,141,227
66,142,226
156,142,227
90,143,226
159,143,227
20,144,226
107,144,227
27,145,226
147,145,227
91,146,226
44,146,227
89,147,226
3,147,227
56,148,226
8,148,227
92,149,226
160,149,227
93,150,226
161,150,227
18,151,226
79,151,227
53,152,226
5,152,227
27,153,226
138,153,227
28,154,226
20,154,227
85,155,226
56,155,227
13,156,226
2,156,227
10,157,226
9,157,227
38,158,226
38,158,227
85,159,226
138,159,227
57,160,226
13,160,227
20,161,226
94,161,227
94,162,226
25,162,227
41,163,226
150,163,227
9,164,226
76,164,227
95,165,226
28,165,227
16,166,226
110,166,227
57,167,226
162,167,227
11,168,226
97,168,227
96,169,226
3,169,227
5,170,226
27,170,227
97,171,226
149,171,227
16,172,226
27,172,227
32,173,226
42,173,227
16,174,226
90,174,227
98,175,226
5,175,227
69,176,226
85,176,227
15,177,226
28,177,227
99,178,226
66,178,227
17,179,226
8,179,227
100,180,226
163,180,227
101,181,226
54,181,227
102,182,226
90,182,227
103,183,226
47,183,227
42,184,226
164,184,227
30,185,226
107,185,227
5,186,226
11,186,227
90,187,226
27,187,227
66,188,227
85,189,226
17,189,227
105,190,226
48,190,227
14,191,226
32,191,227
105,192,226
33,192,227
75,193,226
19,193,227
5,194,226
2,194,227
48,195,226
27,195,227
106,196,226
27,196,227
75,197,226
20,197,227
107,198,226
36,198,227
108,199,226
25,199,227
32,200,226
14,200,227
105,201,226
18,201,227
109,202,226
66,202,227
109,203,226
115,203,227
102,204,226
132,204,227
42,205,226
32,205,227
109,206,226
48,206,227
92,207,226
138,207,227
72,208,226
56,208,227
110,209,226
66,209,227
33,210,226
25,210,227
38,211,226
25,211,227
10,212,226
82,212,227
10,213,226
149,213,227
51,214,226
25,215,226
38,215,227
21,216,226
35,216,227
102,217,226
138,217,227
5,218,226
161,218,227
5,219,226
137,219,227
111,220,226
85,220,227
59,221,226
155,221,227
100,222,226
111,222,227
23,223,226
111,223,227
108,224,226
86,224,227
45,225,226
36,225,227
19,226,226
166,226,227
112,227,226
105,227,227
113,228,226
167,228,227
114,229,226
44,229,227
63,230,226
36,230,227
86,231,226
108,231,227
53,232,226
36,232,227
115,233,226
121,233,227
1,234,226
16,234,227
53,235,226
86,235,227
116,236,226
168,236,227
46,237,226
169,237,227
117,238,226
55,238,227
39,239,226
57,239,227
108,240,226
170,240,227
36,241,226
167,241,227
118,242,226
53,242,227
119,243,226
125,243,227
33,244,226
171,244,227
53,245,226
125,245,227
45,246,227
19,247,226
41,247,227
121,248,226
172,248,227
53,249,226
94,249,227
80,250,226
172,250,227
118,251,226
172,251,227
8,252,226
172,252,227
122,253,226
53,253,227
16,254,226
121,254,227
123,255,226
173,255,227
124,256,226
53,256,227
122,257,226
173,257,227
122,258,226
172,258,227
125,259,226
94,259,227
124,260,226
172,260,227
94,261,226
94,261,227
69,263,226
69,263,227
127,264,226
127,264,227
122,265,226
94,265,227
128,266,226
129,267,226
122,267,227
127,268,226
127,268,227
77,269,226
77,269,227
122,270,226
122,270,227
130,271,226
129,271,227
131,272,226
129,272,227
8,273,226
125,273,227
122,274,226
48,274,227
129,275,226
53,275,227
127,276,226
127,276,227
9,277,226
9,277,227
45,278,226
45,278,227
129,279,226
175,279,227
53,280,226
53,280,227
6,281,226
84,281,227
23,282,226
25,282,227
74,283,226
29,283,227
15,284,226
161,284,227
91,285,226
176,285,227
101,286,226
25,286,227
39,287,226
105,287,227
132,288,226
118,288,227
27,289,226
168,289,227
101,290,226
135,290,227
7,291,226
7,292,226
13,292,227
105,293,226
166,293,227
34,294,226
15,294,227
4,295,226
29,295,227
25,296,226
5,296,227
99,297,226
5,297,227
85,298,226
135,298,227
11,299,226
67,299,227
133,300,226
177,300,227
15,301,226
161,301,227
66,302,226
61,302,227
35,303,226
17,303,227
92,304,226
57,304,227
15,305,226
19,305,227
77,306,226
31,306,227
26,307,226
102,307,227
65,308,226
60,308,227
5,309,226
30,309,227
1,310,226
15,310,227
14,311,226
143,311,227
95,312,226
178,312,227
134,313,226
32,313,227
57,314,226
57,314,227
179,315,227
156,316,227
39,317,227
58,318,227
69,319,227
67,320,227
5,321,227
90,322,227
105,323,227
32,324,227
48,325,227
13,326,227
79,327,227
23,328,227
134,329,227
16,330,227
89,331,227
85,332,227
156,333,227
38,334,227
133,335,227
57,336,227
66,337,227
5,338,227
180,339,227
168,340,227
14,341,227
149,342,227
42,343,227
109,344,227
